"제어번호","제목","저자","발행처","발행년도","ISBN번호","분류기호","대출횟수"
"000001589744","신경 끄기 연습 :걱정, 초조, 두려움을 뛰어넘는 61가지 심리 기술","나이토 요시히토 지음","유노책주: 유노콘텐츠그룹","2023","9791192300405","1","4"
"000001653339","신을 죽인 여자들","클라우디아 피녜이로 지음","푸른숲","2023","9791156754497","8","4"
"000001652958","신학의 영토들 :서평으로 본 현대 신학","김진혁 지음","비아","2023","9791192769530","2","4"
"000001652416","심리학을 만나 똑똑해졌다 :인생을 영리하게 사는 사람들의 생각 습관","허용회 지음","스몰빅라이프","2023","9791191731576","1","4"
"000001397306","심판","베르나르 베르베르 지음","열린책들","2020","9788932920405","8","4"
"000000918943","아내를 모자로 착각한 남자","올리버 색스 지음","알마(Alma)","2016","9791159920257","5","4"
"000001630890","아르센 뤼팽 .1 ,괴도신사 아르센 뤼팽","모리스 르블랑 지음","국일아이","2023","9791191637953","8","4"
"000001570289","아무도 지켜보지 않지만 모두가 공연을 한다","비비언 고닉 지음","바다출판사","2022","9791166891038","8","4"
"000001546733","아무도 흔들 수 없는 나라 :한 권에 담은 문재인 대통령 주요 연설문집","문재인 말글","김영사","2022","9788934961536","3","4"
"000000084752","아빠의 일기장","유지은 글","좋은책어린이","2012","9788928302970","8","4"
"000000706604","아주 특별한 연애수업 :1,000쌍을 결혼시킨 커플매니저 이성미의 신연애학","이성미 지음","원앤원북스","2014","9788960603608","5","4"
"000001632107","아키라와 아키라 :이케이도 준 장편소설","이케이도 준 지음","비채","2023","9788934942689","8","4"
"000001611879","악에서 벗어나기","어니스트 베커 지음","필로소픽","2023","9791157832873","1","4"
"000000856979","악의 :히가시노 게이고 장편소설","히가시노 게이고 [지음]","현대문학","2008","9788972754190","8","4"
"000001563939","알고 있다는 착각 :당연한 것을 의심하고 낯선 진실을 발견하는 인류학자의 사고법","질리언 테트 지음","어크로스: 어크로스출판그룹","2022","9791167740571","3","4"
"000001632815","알래스카 샌더스 사건 :조엘 디케르 장편소설 .1","조엘 디케르 지음","밝은세상","2023","9788984374638","8","4"
"000000048276","애크로이드 살인사건","애거서 크리스티 지음","해문출판사","2008","8938201074","8","4"
"000001646212","애프터 양 [비디오녹화자료]","코고나다 감독","플레인아카이브 제작/판매","2022","","6","4"
"000001349106","양자 컴퓨터 프로그래밍 :IBM Q experience로 하는 양자 컴퓨터 프로그래밍","블라디미르 실바 지음","에이콘: 에이콘출판","2019","9791161753393","0","4"
"000001653027","어느 작가의 오후 :피츠제럴드 후기 작품집","[Fitzgerald, F. Scott 지음]","인플루엔셜","2023","9791168341494","8","4"
"000001329648","어떤 양형 이유","박주영 지음","김영사","2019","9788934996903","3","4"
"000000283056","어떻게 살 것인가","유시민 [지음]","아름다운사람들: 생각의길","2013","9788965132288","3","4"
"000001633332","어머니 문해력은 요약이 전부입니다 :독서 논술 베테랑 교사들이 알려주는 요약의 기술","변옥경","가나 : 가나문화콘텐츠","2023","9791168091016","5","4"
"000001589609","어머니, 사교육을 줄이셔야 합니다","정승익 지음","메이트북스: 원앤원콘텐츠그룹","2023","9791160023909","3","4"
"000001634678","어쩔뚱땡! 고구마머리TV :호기심?상상력이 숙쑥 자라나는 과학학습만화 .3 ,지구 불시착 - 동물 구출 대작전","서동건 글","아울북 : 북이십일","2021","9788950998363","4","4"
"000001571529","언어를 디자인하라 :아무 생각 없이 평생 써온 말이 당신 인생을 디자인해왔다!","유영만","쌤앤파커스","2022","9791165346010","8","4"
"000001546678","에그박사 :자연 생물 관찰 만화 : egg&bugs .6","에그박사 원작","MiraeN 아이세움: 미래엔","2022","9791168411029","4","4"
"000001586519","에그박사 :자연 생물 관찰 만화 : egg&bugs .7","에그박사 원작","MiraeN 아이세움: 미래엔","2022","9791168412279","4","4"
"000001652420","에그박사의 이건 누구 똥?! .1","에그박사 원작","미래엔 : Mirae N 아이세움","2022","9791168412705","4","4"
"000001653158","에그박사의 이건 누구 똥?! .2","에그박사 원작","미래엔 : Mirae N 아이세움","2023","9791168415324","4","4"
"000001644484","에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화 .4","에그박사 원작","Mirae N 아이세움: 미래엔","2023","9791168416567","4","4"
"000001591489","에이징 솔로 :혼자를 선택한 사람들은 어떻게 나이 드는가 =Aging solo","김희경 지음","동아시아","2023","9788962624885","3","4"
"000001562843","여기는 커스터드 특별한 도시락을 팝니다","가토 겐 지음","필름: 필름(Feelm) 출판사","2022","9791192403076","8","4"
"000001631096","여자의 일생","기 드 모파상 원작","은하수미디어","2023","9788965795155","8","4"
"000001651844","여행자와 달빛","세르브 언털 지음","휴머니스트출판그룹","2023","9791160809756","8","4"
"000001220647","연애 레시피","옌공즈 지음","시아컨텐츠그룹: 시아","2018","9791188519149","5","4"
"000001610900","연애가 힘든 당신에게","랭보 지음","위너스북","2022","9791189352608","5","4"
"000001400582","연애할 기운은 없는데, 사랑하고 싶어요 :똑똑한 연애를 위한 자존감 고양 프로젝트","최미정 지음","팜파스","2020","9791170263302","5","4"
"000001586521","염증 해방 :병 없이 오래 사는 사람들의 비밀","정세연 지음","다산라이프 : 다산북스","2022","9791130694801","5","4"
"000001131089","영리 :그림자의 뒤편 : 누마타 신스케 소설","누마타 신스케 [지음]","해냄출판사","2018","9788965746539","8","4"
"000001648844","영향 아래 있는 여자 :remastered [비디오녹화자료] =Une femme sous influence","John Cassavetes 감독","ART CINEMA Ent. [제조]","2023","","6","4"
"000001590039","오늘도 문구점에 갑니다 :꼭 가야 하는 도쿄 문구점 80곳","하야테노 고지 지음","비채: 김영사","2023","9788934942320","9","4"
"000001555895","오리 부리 이야기","황선애 글","비룡소","2022","9788949162386","8","4"
"000001508089","오무라이스잼잼 :경이로운 일상음식 이야기 .12","조경규 글?그림","송송책방","2021","9791190569385","5","4"
"000001644175","오사카 홀리데이 :교토?고베?나라?와카야마 =Osaka","인페인터글로벌 지음","꿈의지도","2023","9791167620590","9","4"
"000001521771","오십에 읽는 논어 :굽이치는 인생을 다잡아 주는 공자의 말","최종엽 지음","유노북스","2021","9791190826839","1","4"
"000001591008","오즈의 마법사","라이먼 프랭크 바움 원작","할배책방: 아이노리","2023","9791189768591","8","4"
"000000295951","완벽한 날들 :시인이 세상에 바치는 찬사","메리 올리버 [지음]","마음산책","2013","9788960901551","8","4"
"000001619837","완벽한 챗GPT 강의","이정혁 지음","BM성안당","2023","9788931559835","0","4"
"000001633312","완전 배출 :채소?과일?무첨가 주스는 어떻게 비만과 질병을 몰아내는가","조승우 지음","사이몬북스","2023","9791187330295","5","4"
"000001648049","요가 인문학 :역사, 철학, 수행법의 정신 문화사적 이해 =Yoga 人文學","이정수","판미동","2023","9791170523413","5","4"
"000001367798","용선생의 시끌벅적 과학교실 .2 ,전기 : 전선 안에서는 무슨 일이?","사회평론 과학교육연구소 글","사회평론","2019","9791162730676","4","4"
"000001038008","용의자 X의 헌신","히가시노 게이고 [지음]","재인","2017","9788990982704","8","4"
"000001575440","우리, 편하게 말해요 :마음을 다해 듣고 할 말은 놓치지 않는 이금희의 말하기 수업","이금희 지음","웅진지식하우스: 웅진씽크빅","2022","9788901264776","8","4"
"000001591426","우리가 운명이라고 불렀던 것들 :그 모든 우연이 모여 오늘이 탄생했다","슈테판 클라인 지음","포레스트북스 : 콘텐츠그룹 포레스트","2023","9791192625270","1","4"
"000001280246","우리는 왜 잠을 자야 할까 :수면과 꿈의 과학","매슈 워커 지음","열린책들","2019","9788932919584","5","4"
"000001645738","우아한 타입스크립트 with 리액트 :배달의민족 개발 사례로 살펴보는 우아한형제들의 타입스크립트와 리액트 활용법","우아한형제들 웹프론트개발그룹 지음","한빛미디어","2023","9791169211567","0","4"
"000001463140","우주를 삼킨 소년","트렌트 돌턴 지음","다산책방: 다산북스","2021","9791130634593","8","4"
"000001633386","운동의 뇌과학 :불안장애에 시달린 뇌과학자가 발견한 7가지 운동의 힘","제니퍼 헤이스 지음","현대지성","2023","9791139716009","5","4"
"000001523908","운영체제 :10th edition","Abraham Silberschatz","퍼스트 북(First Book)","2020","9791185475578","0","4"
"000001360244","울트라러닝, 세계 0.1%가 지식을 얻는 비밀 :짧은 시간에 가장 완벽한 지식을 얻는 9단계 초학습법","스콧 영 지음","비즈니스북스","2020","9791162541289","3","4"
"000001542785","원격대학교육의이해","이동주","KNOU Press(한국방송통신대학교출판문화원)","2022","9788920041167","3","4"
"000001582178","원청 :잃어버린 도시: 위화 장편소설","위화 지음","푸른숲","2022","9791156751298","8","4"
"000001651842","위너 :프레드릭 배크만 장편소설 .2","프레드릭 배크만 지음","다산책방: 다산북스","2023","9791130649184","8","4"
"000001576046","위어드 :현대 서구 문명의 번영을 가져온 5가지 키워드: 인류의 역사와 뇌 구조까지 바꿔놓은 문화적 진화의 힘 =WEIRD","조지프 헨릭 지음","21세기북스: 북이십일","2022","9788950941864","3","4"
"000000709712","위험한 과학책 :지구 생활자들의 엉뚱한 질문에 대한 과학적 답변","랜들 먼로 지음","시공사","2015","9788952773326","4","4"
"000001648876","윙드 크리처스 [비디오녹화자료]","Rowan Woods 감독","다온미디어 [제작]","2023","","6","4"
"000001526538","유명한 철학자들의 생애와 사상 .1","디오게네스 라에르티오스 지음","나남","2021","9788930040204","1","4"
"000000681113","유시민의 글쓰기 특강","유시민 지음","생각의길: 아름다운사람들","2015","9788965133520","8","4"
"000001612100","은유의 글쓰기 상담소 :계속 쓰려는 사람을 위한 48가지 이야기","은유 지음","김영사","2023","9788934942948","8","4"
"000000658664","의뢰인 :존 그리샴 베스트 컬렉션","존 그리샴 지음","시공사","2013","9788952735546","8","4"
"000001556136","의사 어벤저스 :어린이 의학 동화 .1 ,전염병, 응급 센터를 폐쇄하라!","고희정 글","가나 : 가나문화콘텐츠","2021","9788957361900","5","4"
"000001610041","의사 어벤저스 :어린이 의학 동화 .2 ,유전병, 위험한 고비를 넘겨라!","고희정 글","가나 : 가나문화콘텐츠","2021","9788957361931","5","4"
"000001610042","의사 어벤저스 :어린이 의학 동화 .3 ,뇌 질환, 아픈 기억을 극복하라!","고희정 글","가나 : 가나문화콘텐츠","2021","9788957361993","5","4"
"000001610043","의사 어벤저스 :어린이 의학 동화 .4 ,소화기 질환, 마음의 장벽을 넘어라!","고희정 글","가나 : 가나문화콘텐츠","2021","9788957362020","5","4"
"000001643741","의학의 대가들 :심장병부터 출산까지 인류의 가장 위험한 적과 싸운 의사들의 이야기","앤드루 램 지음","상상스퀘어","2023","9791192389400","5","4"
"000001635191","이게 바로 물리야 .1 ,전기","조지프 미드선 글","와이즈만books","2023","9791190744904","4","4"
"000001651861","이미지란 무엇인가 :이미지 철학 탐구","이솔 지음","민음사","2023","9788937492136","1","4"
"000001220707","이번 연애는 처음이라","여성욱 지음","경향미디어","2018","9788965182436","5","4"
"000001509015","이상기후에서 살아남기 .2 =Survival in abnormal climate","곰돌이 co. 글","MiraeN 아이세움: 미래엔","2009","9788937847325","4","4"
"000001633410","이상심리 증상별 사례개념화 :상담심리 전문가 필독서","조은문","나눔 Book","2022","9791191871265","1","4"
"000001632108","이상한 그림","우케쓰 지음","북마","2023","9791170610182","8","4"
"000001373464","이상한 수학책 :그림으로 이해하는 일상 속 수학 개념들","벤 올린 지음","북라이프","2020","9791188850808","4","4"
